0	0	0	505.898	257.168
1	1	0	538.872	288.108
2	2	0	570.531	318.86
3	3	0	603.267	347.86
4	4	0	637.315	380.714
5	5	0	670.568	411.505
5	0	0	663.7	261.869
4	1	0	632.996	292.3
3	2	0	602.932	319.424
2	3	0	570.225	350.652
1	4	0	539.416	379.876
0	5	0	507.447	410.379
0	7	0	507.558	472.426
1	7	0	540.8	472.21
2	7	0	572.079	473.508
3	7	0	604.885	475.127
4	7	0	637.352	475.746
5	7	0	670.192	474.805

