0	0	0	236.796	193.796
1	0	0	289.204	193.796
2	0	0	345.796	193.796
3	0	0	397.204	193.796
4	0	0	453.796	193.796
5	0	0	506.204	193.796
6	0	0	561.796	193.796
7	0	0	614.204	193.796
8	0	0	670.796	193.796
9	0	0	722.204	193.796
0	1	0	236.796	245.204
9	1	0	723.5	246.5
9	2	0	723.5	300.5
0	2	0	236.796	301.796
0	3	0	236.796	353.204
9	3	0	723.5	354.5
9	4	0	723.5	408.5
0	4	0	236.796	409.796
0	5	0	236.796	461.204
9	5	0	723.5	462.5
9	6	0	723.5	516.5
0	6	0	236.796	517.796
0	7	0	236.796	569.204
1	7	0	289.204	569.204
2	7	0	345.796	569.204
3	7	0	397.204	569.204
4	7	0	453.796	569.204
5	7	0	506.204	569.204
6	7	0	561.796	569.204
7	7	0	614.204	569.204
8	7	0	670.796	569.204
9	7	0	722.204	569.204

