0	0	0	332.683	222.75
1	0	0	366.96	223.81
2	0	0	406.939	224.471
3	0	0	439.976	225.375
4	0	0	478.919	225.879
5	0	0	511.004	226.552
6	0	0	548.817	227.096
7	0	0	580.248	227.703
8	0	0	617.592	228.162
9	0	0	648.331	228.689
0	1	0	333.192	255.601
2	1	0	405.643	258.397
1	1	0	368.963	257.911
5	1	0	512.64	259.87
3	1	0	441.785	259.012
8	1	0	615.941	261.061
4	1	0	477.396	259.374
6	1	0	547.171	260.224
7	1	0	581.843	260.667
9	1	0	649.831	261.457
5	2	0	512.633	294.521
1	2	0	369.208	293.322
0	2	0	333.503	294.481
2	2	0	405.899	293.685
3	2	0	441.939	293.984
4	2	0	477.505	294.253
6	2	0	547.137	294.764
7	2	0	581.723	294.95
8	2	0	615.847	295.241
9	2	0	649.547	295.412
0	3	0	333.925	326.794
3	3	0	442.106	328.828
4	3	0	477.5	328.883
5	3	0	512.531	329.026
8	3	0	615.493	329.242
9	3	0	649.23	329.311
1	3	0	369.564	328.618
2	3	0	406.108	328.693
6	3	0	547.027	329.077
7	3	0	581.469	329.176
2	4	0	406.333	363.605
9	4	0	648.927	363.244
1	4	0	370.003	363.75
6	4	0	546.892	363.379
3	4	0	442.153	363.559
5	4	0	512.508	363.467
7	4	0	581.158	363.322
8	4	0	615.136	363.318
0	4	0	334.406	365.142
4	4	0	477.593	363.526
4	5	0	477.596	397.421
0	5	0	334.887	396.965
1	5	0	370.287	398.277
9	5	0	648.366	396.472
5	5	0	512.309	397.3
6	5	0	546.65	396.993
7	5	0	580.93	396.924
8	5	0	614.757	396.708
2	5	0	406.645	397.946
3	5	0	442.289	397.762
8	6	0	614.33	430.265
9	6	0	648.057	429.884
5	6	0	512.273	431.115
6	6	0	546.505	430.819
7	6	0	580.697	430.514
1	6	0	370.573	432.897
2	6	0	406.761	432.298
3	6	0	442.272	431.969
4	6	0	477.538	431.563
0	6	0	335.126	434.675
8	7	0	615.671	462.349
9	7	0	646.153	461.982
6	7	0	547.88	463.3
7	7	0	579.009	462.843
4	7	0	479.036	464.289
5	7	0	510.762	463.891
3	7	0	440.846	465.212
1	7	0	369.159	466.555
2	7	0	408.094	465.614
0	7	0	335.226	467.094

