9	0	0	657.524	106.637
8	0	0	610.158	107.84
7	0	0	552.829	109.494
6	0	0	503.884	110.26
5	0	0	445.657	112.101
4	0	0	395.687	113.26
2	0	0	283.414	114.983
3	0	0	335.685	114.637
0	0	0	167.923	115.993
1	0	0	221.968	115.768
9	1	0	664.54	149.877
8	1	0	611.728	151.509
7	1	0	558.06	153.028
6	1	0	503.896	154.638
5	1	0	449.261	156.126
4	1	0	393.912	157.91
3	1	0	337.136	159.011
0	1	0	164.45	160.627
2	1	0	279.663	160.114
1	1	0	221.388	161.356
9	2	0	669.786	196.142
8	2	0	615.496	198.036
7	2	0	561.307	199.75
6	2	0	505.907	201.584
5	2	0	450.546	203.388
3	2	0	336.309	206.786
2	2	0	277.773	208.348
4	2	0	394.02	205.049
1	2	0	218.573	210.434
0	2	0	160.129	214.052
8	3	0	619.677	246.698
9	3	0	674.606	244.411
7	3	0	564.327	248.626
6	3	0	508.284	250.808
5	3	0	451.762	252.966
4	3	0	394.311	255.288
3	3	0	335.657	257.668
2	3	0	276.373	259.846
1	3	0	216.022	262.417
0	3	0	157.131	262.768
9	4	0	679.719	295.145
8	4	0	623.781	297.574
7	4	0	567.702	300.03
6	4	0	510.539	302.786
5	4	0	453.326	305.43
4	4	0	394.888	308.059
3	4	0	335.442	311.058
2	4	0	274.995	313.618
1	4	0	213.666	316.34
0	4	0	152.971	320.691
9	5	0	684.603	347.547
8	5	0	627.854	350.362
7	5	0	570.879	353.167
6	5	0	512.96	356.293
5	5	0	454.753	359.354
4	5	0	395.489	362.431
3	5	0	334.909	365.514
2	5	0	273.444	368.605
1	5	0	211.053	371.853
0	5	0	149.878	373.116
9	6	0	690.061	401.596
8	6	0	632.216	404.717
7	6	0	574.457	408.045
5	6	0	455.984	414.735
6	6	0	515.302	411.451
4	6	0	395.616	418.25
3	6	0	333.975	421.96
2	6	0	271.5	425.513
1	6	0	207.857	429.191
0	6	0	145.096	434.34
9	7	0	693.17	456.287
8	7	0	639.25	459.337
7	7	0	575.464	463.454
6	7	0	520.19	466.571
5	7	0	454.966	470.912
4	7	0	398.052	474.353
3	7	0	330.607	479.036
2	7	0	271.177	482.455
1	7	0	201.818	487.194
0	7	0	140.224	490.591

