0	0	0	295.054	289.836
1	0	0	339.363	289.781
2	0	0	388.902	289.774
3	0	0	431.396	289.822
4	0	0	479.726	289.642
5	0	0	520.406	289.582
6	0	0	567.464	289.485
7	0	0	607.688	289.554
8	0	0	654.113	289.371
9	0	0	693.069	289.403
9	1	0	694.773	330.716
7	1	0	609.51	331.25
8	1	0	652.334	331.065
3	1	0	433.725	332.592
4	1	0	478.502	332.255
5	1	0	522.592	331.959
0	1	0	296.247	331.978
1	1	0	341.975	333.189
6	1	0	566.06	331.694
2	1	0	388.207	332.927
7	2	0	609.56	374.267
8	2	0	652.242	373.87
5	2	0	523.015	375.358
6	2	0	566.252	374.859
4	2	0	479.035	375.91
9	2	0	694.676	373.364
2	2	0	389.066	376.972
1	2	0	343.031	377.61
3	2	0	434.269	376.52
0	2	0	297.811	379.841
9	3	0	694.349	415.684
6	3	0	566.44	417.777
7	3	0	609.612	417.096
5	3	0	523.268	418.517
4	3	0	479.552	419.229
8	3	0	652.068	416.481
3	3	0	434.964	420.013
0	3	0	298.993	420.628
1	3	0	344.208	421.514
2	3	0	390.012	420.749
8	4	0	651.836	458.464
5	4	0	523.657	460.964
6	4	0	566.501	460.094
9	4	0	693.872	457.605
3	4	0	435.745	462.758
7	4	0	609.556	459.311
2	4	0	390.906	463.786
4	4	0	480.044	461.848
1	4	0	345.306	464.976
0	4	0	300.805	467.774
8	5	0	651.412	499.56
9	5	0	693.234	498.597
7	5	0	609.364	500.529
6	5	0	566.518	501.464
5	5	0	523.763	502.482
4	5	0	480.466	503.625
3	5	0	436.385	504.879
2	5	0	391.822	506.155
1	5	0	346.465	507.592
0	5	0	301.873	506.946
9	6	0	692.84	539.666
8	6	0	650.932	540.794
7	6	0	609.154	541.852
6	6	0	566.47	543.022
5	6	0	523.951	544.349
4	6	0	480.688	545.686
3	6	0	436.827	547.208
2	6	0	392.403	548.684
1	6	0	347.249	550.383
0	6	0	303.372	553.851
9	7	0	690.514	579.027
8	7	0	652.959	579.992
7	7	0	607.267	581.521
6	7	0	568.467	582.835
5	7	0	522.284	584.526
4	7	0	482.898	586.025
3	7	0	435.532	588.034
2	7	0	394.698	589.53
1	7	0	346.22	591.84
0	7	0	303.885	593.493

