0	0	0	311.889	206.089
1	0	0	366.159	210.164
2	0	0	426.068	214.32
3	0	0	477.877	218.307
4	0	0	535.846	222.653
5	0	0	585.88	226.489
6	0	0	642.227	231.459
7	0	0	691.421	235.177
8	0	0	747.095	239.49
9	0	0	795.254	243.209
0	1	0	314.669	248.914
1	1	0	369.107	254.897
2	1	0	423.929	258.765
3	1	0	477.677	262.587
4	1	0	530.692	266.273
5	1	0	582.768	270.249
6	1	0	634.327	274.141
7	1	0	685.643	277.967
8	1	0	736.246	281.655
9	1	0	786.642	285.199
0	2	0	318.057	296.643
1	2	0	370.324	298.608
2	2	0	423.52	302.337
3	2	0	475.761	306.074
4	2	0	527.25	309.574
5	2	0	578.121	312.955
6	2	0	628.073	316.424
7	2	0	678.213	319.885
8	2	0	727.397	323.184
9	2	0	776.429	326.526
0	3	0	320.68	333.356
1	3	0	371.703	338.688
2	3	0	423.267	342.367
3	3	0	473.987	345.901
4	3	0	524.095	349.447
5	3	0	573.504	352.784
6	3	0	622.243	355.942
7	3	0	670.888	359.173
8	3	0	718.874	362.133
9	3	0	766.68	365.239
0	4	0	323.831	374.875
1	4	0	373.031	376.253
2	4	0	423.138	379.306
3	4	0	472.43	382.482
4	4	0	521.168	385.835
5	4	0	569.207	389.056
6	4	0	616.532	392.286
7	4	0	664.033	395.519
8	4	0	710.733	398.43
9	4	0	757.402	401.239
0	5	0	325.926	406.502
1	5	0	374.161	411.256
2	5	0	422.978	414.141
3	5	0	470.885	416.986
4	5	0	518.368	419.883
5	5	0	565.232	422.815
6	5	0	611.277	425.844
7	5	0	657.515	428.932
8	5	0	703.021	431.729
9	5	0	748.364	434.415
1	6	0	375.122	445.384
0	6	0	328.646	444.54
2	6	0	422.622	447.898
3	6	0	469.425	450.646
4	6	0	515.615	453.143
5	6	0	561.293	455.863
6	6	0	606.266	458.447
7	6	0	651.219	461.23
8	6	0	695.614	464.223
9	6	0	739.936	466.753
0	7	0	329.958	475.461
1	7	0	374.01	477.448
2	7	0	423.703	479.68
3	7	0	466.234	481.637
4	7	0	514.792	484.08
5	7	0	556.11	486.164
6	7	0	603.343	488.898
7	7	0	644.149	490.928
8	7	0	690.752	493.932
9	7	0	730.735	496.258

